# p1	seed64	light	dark	winner	reason	2-char-actions
p1	1DIaK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0H0B0A09020A03070A0O0V0c000O0W0P0i0d0I0G0F0N0V0b0O0Z0U0a0b
p1	1DIaL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Z05000E0F0G0H040F0708090106080G0A0I0F090H080J0B030A
p1	1DIaM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0d0U0W0403020506030A0H000A0k0O0g0V0h0c0j0i0b0a0T0b
p1	1DIaN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0b0C090F0G0H02080701000G0N0T0G010E0U0I0V0S0L0W0P0Q0O0H0R0J0Q0M0F030M
p1	1DIaO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0E0a0T0M0j0L0S0Z0L0b0g0c0Z00090104020G0A0B0F0H08070T08030A
p1	1DIaP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0h0L0M0N010F0O0P0Q0O05090C080J0B0A0R0X0Q0M0G0007
p1	1DIaQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0a0c0S00020103090G0805090N0A0H0B0A0b0Z0d0g0F0T040M
p1	1DIaR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0a0c010008020F010304090305060A05
p1	1DIaS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	060k0d0W0S0g0h0i0j0U0b0L0c0Z0V0O0H0M0O0A03070A
p1	1DIaT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V0H0E07000L0S070809010g080A0h0i0F0h0j0c0d0b0N0e0G0d020f
p1	1DIaU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0706000E0L0S0E0T0Z0U0S0g0M0F0l0a0h0i0c0V0h0j0b010a
p1	1DIaV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0K0m0g09070E0L00010208010A0304050904060D0C0B0E0C
p1	1DIaW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0R0g020h0k0a0d0W000T0Y0U0X0K0Q0J0I0H040I0D0G0K06050C0B0e0c0C1A0A0O0V0W0j0l0B2b004n
p1	1DIaX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0c0k0j0i030j0g0L0Z0S0T0M0F02010M0N0b080G090a0l0T0d0m0G0l
p1	1DIaY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0X0E090F0H0G0N020G00010b080Z0U0a0i0c0b
p1	1DIaZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0O0Q030P0A0N0H0G0F0I0J0E0X0c0Q0R0O0Q0M0V0W0d0G0W0T0S0a0U0h0T
p1	1DIa_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J0l0g0L0M0e0Z0S0T0N010O0M0U080T0a000T020V010H030O0405060C05
p1	1DIaa	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0D0I000E070F0L0G0E0S0Z0H0S0g0T0h0U0i0V0j0M0k0e0l0f0m
p1	1DIab	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0m0f0Y0J0K0R0I0Q0P0M0W0E040O0B0P0N0F0L070G0H020G
p1	1DIac	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	01080F0M0T08020M0a090F07080M0h0L0E0N0S0O0L
p1	1DIad	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	060C0D0K0R0e0B0d0f0Y0X0W000S0T030a0X010P0M0U080T0V0j0F0c0b0i020b
p1	1DIae	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	070T0W000102060E0B040I010C0P0D0d0H0O0V0c050O0A090L0S0l0Q0K0R0Y0G0R1F0f1Y0e
p1	1DIaf	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0d0m0k0A0B0C040j0i0O0B0P090D0N0F0G0A0E020B0M0A030N0H0I050W040P010L00
p1	1DIag	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0L0002090G0U090S0T0E0N0a0W0M0O0T0d0k0L0V0c0j0V0b0m0e0f0X0e
p1	1DIah	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0N0T0U0V020U0b0M0L0U0S0Z0g070Z08090A0G090B0E040M0I0C0P0B0D0J0K06050J2j0O020H0N0F0I0O450M0U0N2p040B05At00D4020G038101
p1	1DIai	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U0c0A0b0i0Z0b0a0j0b0V0N0O0P030O0H0c0O0W0U0Q0b
p1	1DIaj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	080m0h0701090F080A0E030B0G020A040C0305060B05
p1	1DIak	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0J0D0C0B060C05070K08090A0D090I0P0R0Y0f0I0Y0m030e0H0W0l0k0I0O0l0G0X0A0e
p1	1DIal	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0c0S0V090A0B030U0T02010U0A000T0j080C0F0D0M070h090a080A0P0G0N0O0G0H020G
p1	1DIam	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0h0g030i0d0h0W0k0j0c0V0A0c0B0D0406020K000Q010J030P
p1	1DIan	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0I0a0d0A0B0C040B0700010D0E03020G0L0Z080b0N0U0M090N0V0O0H0P0O
p1	1DIao	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0R0602090G0U0N090b030405030A0U07080i0g0Z0h01000F010H0a0B0G0C0w
p1	1DIap	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0R0H0K0C0D060B0504030C0402010902000A070S0E0L0M0N0F0M0T0O0M0U0a0T
p1	1DIaq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020Z0k0a0d0W0P0T0W0B0I0704080B
p1	1DIar	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	06080D0Y0X0W0C0X0S00020L0E0G030O010F07090L0g040Z0a0b050a0A0V0B1F
p1	1DIas	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M0701080F09080T040S0N0U0b0V0U0i0g0a0Z0h0a
p1	1DIat	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0c0103020A040H0305060B05000E080F0708
p1	1DIau	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	00040H0102030A01070E0L020E0S060T0Z0U0S0g0j0a0i0V0b0W0a
p1	1DIav	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0j0J0H0I030G0A09080K0H090F0S0O0G0V0H01070M08
p1	1DIaw	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0c050Z0g0a0Z0700080E0L070T0U0M0T0N0F0b0M
p1	1DIax	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	060i0m0Y0S0L0E00010L0M0A08040F030T020Z010C0B0I0D0K0J0C0D050C
p1	1DIay	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0E0k010g0b0h0m0d0f0Y0R0W0Y0K000Q0D0J0K060504070C050i0B0I0C
p1	1DIaz	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0C0605040J05000L0709080A0F0B0M0E0T0G0a0F
p1	1DIb-	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y0803070A0H0O09000B0E0A070L0S0C0L0Z0g0D0Z
p1	1DIb0	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m010002070E0L0S0E0T0Z0U0S0g0M0F0304090G0M0a0h0i0c0V0h0j0b030a
p1	1DIb1	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0l0R0Q0P050Q0L00010203010A0B0C0G0H0I0O0H09040N030B0A
p1	1DIb2	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0R0e0X0Q0a000C0104020I0P0B03050A0O0N0H0O0W0H0P0J0Q0I0J0K0D0J0K0X0Y0Q0f0m0X0d0k0V0d
p1	1DIb3	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	000f0Z0S0L070E0S0T070809010U080T0A0V030W050X020Y
p1	1DIb4	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Q0903070A0B0108020A0F0C080M0T0D0M0a0h0G0a
p1	1DIb5	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0P0S0W0604050B030I0402010902000G07090E0N0F0H0M0L0T0M
p1	1DIb6	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	030P0O0N0H0O0V0A0O070c08090j0G02010g020h0i0b0U000b
p1	1DIb7	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	010L0M0N080M0O0P0Q0O050R0C0Q
p1	1DIb8	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0I0N0P0403020600030A0B0C0E0D0K010D090O0B0H0J0A0G0V0c0j0U0c
p1	1DIb9	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0O0P0Q0D0A0H050I0G000C0J020K0U0P0b010i0609030N020A040B05
p1	1DIbA	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0m010g0i0704080A090B0G020H0O0I0H0N0M0U0N0T0b0F0U
p1	1DIbB	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0S0f0Z070809010A080g0E000h020F010B0C04030B050D06040C0G0B
p1	1DIbC	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0a0Y0T0100070E0h070g0F0i0M0j0e0k0f0m0U0l
p1	1DIbD	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0L08070E090F0G0H02080G0A0I090B0C040B0D0J0K06050J0Q0X000Q010R
p1	1DIbE	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0J0O0H0A0E0H030c000j010209080F09
p1	1DIbF	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0U0b0i00020109030G0204050A04060N0D0Y0J0W0X0Q0V08070R0P0O0H0h0g0C0B0K0J0C6U0I0O0J
p1	1DIbG	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0S0d0W0P0Z0L0E0M0L000g0105020C03040A0R0B0K0D060C0D0Y070Q0f0I0Y0m3z0F04Ab46Cm5uIM
p1	1DIbH	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0D0B060Q0R0K0P0C070J000S0E0L0M0N0F0M0T0O0M0I0a0U0H0T0V0c0j0A0O0W030X0V0N0A0P0M0b3X0Z0O0U0Q0T0a0N0c0V5j0T1P0P
p1	1DIbI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0g0f0Z00020103080A0H0I0J090G0C050D0I0O0F0H0V060K0N0M0G0U0S0P0L0T2f
p1	1DIbJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0j0g0F0E0B0C0G00070J0K0Q0I0H0J0N0U0P0B03090O0A08010208
p1	1DIbK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0N0V0U0T0X0O0R0M0Y0K0D0H0K0L060N0e0l0d0k0c0W0m0j0f
p1	1DIbL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0K02060D0C0B000C070I0E0Z0L0S0T0U0M0T0a0V0T0b0h0a0N0P010O
p1	1DIbM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Z00030A0H0O090A02080g090G01090F0E0L0S0F070H080L040G0N0M0B0G0N0U0G0I0F0J4I040M
p1	1DIbN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	060f0Z0S0L08070E090F0G0H02080G0A0I090B01000d040C0H030B0O0D0H0J0G0Q0P0W0j0k0P1O0R0i0Q
p1	1DIbO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Q0R0P00040B050C0G020J010I030B0A090H0A0F0Y0f0V0G0W0Z0k0d0e060c070d
p1	1DIbP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	000O0L0E070M0N0E0P0F0G0H0I0M0G050208090H0U0G0A0B0O0T0S0H04060B0J0b0I0z0K
p1	1DIbQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0c0U0a0h0b0i0Z0T0b0a0N0S0L0M0F0O0E0N0G090H0G0V02
p1	1DIbR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Q0f0e0d050e0Z00010g0h0S08060F0T0G0N0U030a0i0M0h0N0c020b
p1	1DIbS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	060k0d0W0S0g0h0i0j0U0b0L0c0Z0V0O0H0M0O0A03070A
p1	1DIbT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0T09080701080F0008020A010304090305060B05
p1	1DIbU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M0X010T0a080T070F09080h0g0Z0S000Z
p1	1DIbV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0G0f0b08090A020907000B0C04010B0I0P0d0D0I0J0H0e0K0R0Y0c0J0K0Q0X0W030X
p1	1DIbW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0G0Z0h0a0T0b0a000N0201080B030F04080I0M
p1	1DIbX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A07030L0O0H0G080I0i0j0k0H0j0h0g0l0h0d0m0P0l
p1	1DIbY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0W0U0d0403020506030A0H000A0k0O0g0V0h0c0j0i0b0a0T0b
p1	1DIbZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Z0708090A0B08000A0C01090E0208010A030405060J040I090K0L050D04
p1	1DIb_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V090A0B030A0H080A0O0C000N0M0P0B0N0A0L04050D0I040C060J050107
p1	1DIba	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0C0e0X0Q0T0M0F0a0M0Z0h0b0a0100070E0207
p1	1DIbb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0U0Y020G0E0F00070H090A0B030A0C0D050J08010C0Q0I0P080M0I0O0W0H0L1c0N010P060R050f08
p1	1DIbc	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0Z0b0L0U0N0G0M090N0H0O0V0P0O020i000108070E08
p1	1DIbd	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	030k0j0i0A0j0g0L0Z0S0T0U0b0a0N0O0P0V0T0M0l0T0B0m0I0l0h0U000b
p1	1DIbe	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0k0W020U0d0S0P0T0I0W0V0B0O0c090e010f0l0b070d
p1	1DIbf	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y0e0f0C0d0B0D06070001050E02080103040903
p1	1DIbg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0l0C02090G07090N0H0O0V0L0c0O0A0P050M0U0Q0N0j0d000e
p1	1DIbh	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0L0F0E060G050007080V0S020109030g020a090b0H0Z0I0d0e0c0J0f0Q0e
p1	1DIbi	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U0J0N0G090E0G020b00010i0g0Z0h08070a0T080A03060H0F0a0c0M0L080A0E0M0S0B045S060T058Y0I080A6i
p1	1DIbj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0S0h0g000i0102030902040506040D0X0K0E0R0I0Y0m0W0d0k0e0X0Q0P0V0B08070H6c0d840X9o0IMO0lOE0J0I0b0U0Q9S0O0H0ADQ0O0N0QIh8d0B0O0H079b0OE90QLl1LIz
p1	1DIbk	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Q0C0J0705080C0X000S040T0P0W0d0U0e0V0X0c0k
p1	1DIbl	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0H0N0O0P030O0V090O010M020Q040A03080005060B05
p1	1DIbm	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0g020500010704080C0J0K0R0D0B0X0A0Y090R0I0e0l0d0k0j0W0m0i0f
p1	1DIbn	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0O0I0H0G030H0A09080H0F0109020M09000N0T0L070M0J0K050J
p1	1DIbo	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0c0R0E0L0V070I0M0B0N0P040E00020301050O090G06090j0H0U0T0a0W0T0d0k9e0ZCF160e342B
p1	1DIbp	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0W0m0k0d0Z080700090T0102080103040A0305060B05
p1	1DIbq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0R0D02090G07090U0N0S000T010V0b0W0U0i0a0h0g0X0c0j0a0Z0c0d0e0l0k0d0e031O
p1	1DIbr	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0i0K0G0U0S0T000N070O0E0L040M0B0P0C0Q010J
p1	1DIbs	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	030m010g0b0h050i0k0U000V020W0P0I0d0X0P0Y0W0H0O0E0A0F0H
p1	1DIbt	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0B0504030I040006070S0E0L0M0N0F0M0T0O0M0d0a0U0h0T0H0A090V0A0H0G0W0A0H0JH0
p1	1DIbu	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y0F0E0004010B0I0P080I0d0W0Z0k0a0d
p1	1DIbv	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0k0X0W0V040W0S000Y05060D0K0O0D0R0L01020307020A0H080A0Q0J0I0Q
p1	1DIbw	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0X0D080002090G0N03090A0O0H0L010M0G090B070F080e0P0I0J0d0C0W0Q0P0V0k
p1	1DIbx	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0Q0L07000Z0a0b070a0c0U0M060N010208090g0V0C0j0W0O0V0H0R010P
p1	1DIby	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0W0X0004010W0B0c02030A0j0C0I090B0P0R0d050b0W0c0P0O060Q0K0P0D0e0V0C0c0B0H0I0A0G0W0H0O0N0X1J0J003U
p1	1DIbz	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	040Z0d0I0F0G0H0J010P0M0K080G0T0E0a0F0H000N0U0V0O0N0U020N
p1	1DIc-	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0G0P010L0N0U0b0i0U0g0d0h0O0j0m0k0W0e0f0X0Y0Q0l0709000203Je0423
p1	1DIc0	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0P000L0O0N0M0E0R0F080G0F0T070H0a0I0T0h0g0Z0S010Z
p1	1DIc1	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0P0h0k0W0d0V0W0X040W0S0g0Y0j0i0m020U06030D000K070R0e0f0j0e
p1	1DIc2	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	040N0B0P0I0L0W0M0P0d0k0O0d
p1	1DIc3	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0L0A070E0F0G000F040809020B090I0C0P0B0D0J0K06050J0Q0X01030Q0N0e0Y0W0X082j
p1	1DIc4	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	060d0b070i090D0K0H0A000O080F0R010K0Y040Q0W0I050P0f080Y0m0E0e070B030L4O225p0M3PJc5A
p1	1DIc5	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0c0Z0g0h0i000h030d0e0f050e010b
p1	1DIc6	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	080V010T0M0F0U0G0N0E0M0b0F0S0i0W0b
p1	1DIc7	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0W090B0A040C0I0B0700010D0E020801
p1	1DIc8	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Z0l0S0g030h0j0c0L0a0M0b0k0d0V0A0c070H0O010A0N080B0C0F0U0T080U091o0B350DD9
p1	1DIc9	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V0c0j00030H0G0F0I0J0G060I02010H020G0I0A0K0B040c0B0C0P0B0E07080905080J0b0C0D0W0C
p1	1DIcA	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m0X0T00020103080A0H0I0J0O090G0V090H0I0F0H0M0E0a0P0W0F0L0S0Z0L0T0g0U2s
p1	1DIcB	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0N01020309020006080F040L070E080M0G0H0U0O0G0N0I0B0P0Q0H0A0P0H0R0G0C1d012N
p1	1DIcC	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0g0a0G0Z0S0b0Z0003010402090A0H0L0A0T0E0M0L0F0N080M
p1	1DIcD	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0804010Z0a0b0F0a0c0U0V0T0G0N0O090M070N0W080V0A0X0Y0S0P000d020W0301090j08050t0BMI
p1	1DIcE	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0i0B00070E08070L0S0Z0L0a0g0b0Z
p1	1DIcF	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0i0D090U0S03000E0F0102070401080N0L0G0M0F0O080N050b030G02040A060I0K0H0D0J0Q0X0P0W0Q0P0e0Y0z0X
p1	1DIcG	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0g0801070F09080L020M0E0N0S0Z0L0T0U0b0a0T0U0h0T0V0i000b
p1	1DIcH	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	070D000E0L0Z0a0b0E0a0c0P0M020N0U0V0G0T0h0U0N0O0d0Q0U0c0N0e0A0B0C04090B0J0H0I0P0d0I2a0c0I
p1	1DIcI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U0j0h00030102090G080N09040A0H0B0A0Z0b050a
p1	1DIcJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0j0a0c090A0B030b0A0d08070C0H0O0e0c0B0V090H080A
p1	1DIcK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0B0A040C08000B0I0P0W0I0S0d0T0W0k0f0U0e0V0l
p1	1DIcL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0H0a0c0b030d0A0c0e0G0F0J0I0f0K0e0Z0g0h0i000h
p1	1DIcM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m0c050Z0a0b0f0V0Y0O0R0H0K0A0C000D
p1	1DIcN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0a0Z010b080T0c0d0e0c050a0C0f0J0e
p1	1DIcO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0X0U020100030401080F03080i0G0g090h0Y0j0f0k0m0Q0R0K0D0J0K06050C1j0I0C
p1	1DIcP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J0E050C0B0R0D04030X040Q0I0K0P0O0W0P0Y0C0G0J0N0M0H070V0A0O0N0B090O0C0c0B080I0GHf010b0jI_020c0WA60k08
p1	1DIcQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0X0O0Q05060D0K0e0P0Z0l0a040e0C0b000c0d0W0V0k0j0W0f0Y0R0U0I0k0m0i0Y010B
p1	1DIcR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0O0300070E0S0T0U070T0V0L0c0b0a0M0F020G0N0j090H080G0F04050A04060D0K0P0CIb0Q4n0O0C
p1	1DIcS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0g0401020305020608090G0A0N0U090B0H0I0D0K0b0O0M0A0U0i0a000Z
p1	1DIcT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0f0W0Y0C0D060B0m040l0j0P0A0Q0H0O0V0c0X0T0J0d0b0i0O0N0h0a0O0b0M0S4F0e
p1	1DIcU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020A09080C030901050J020G0N000G0U0V0W0b0S0i0U0V0O0P0I0T040U
p1	1DIcV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0208090A0G09070N000G0E0T0L0U0S0g0a0h0Z0c0a010i0j0M0i0O0V0N0F0b0d0e0f0P2A
p1	1DIcW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y04010203050802000F090G060D09030M0A0K0C0D0R0E0f0F0a0T0Z0h0b0a
p1	1DIcX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0j0l0302010G0H0I0A0i0h0B0C0F0H020J0E0O0I0V0H0P0W0X0K050J
p1	1DIcY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0I0503040A020001030L0B0P0W0M0P0d0k0N0d
p1	1DIcZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0Y0K0E07000Z0a07080R0M0S0T0D0h0601020F
p1	1DIc_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0a0l0h070809010A080B0F0E0M0G0T0F0C0D050C
p1	1DIca	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0i0c000Z0b0a0g0b0S070Z080U09020A0G0B090N0L0b0E0C07
p1	1DIcb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0X0N0Q070C0J0I0K040H0B0W0V03020W0I0G0P030d0k0l0O0e
p1	1DIcc	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	03070A0H0O0V0H0S0W0X0c0T0j0V0W0P0I0d0k0P0Q0J0U000V
p1	1DIcd	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0c090A0B030A0H02010A08070F080C0D050C
p1	1DIce	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	010W030S0V0U0T0M0l0a0V0O0H0c0O0X050Y0Q0J0A0T0j0b0c
p1	1DIcf	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0g0j0V0T0U0102030C080Y0W0O0F000M0N0b0L0a0M0P0X0B0W
p1	1DIcg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020d040b0j0c0V0Z0c0701080B090I0A0C0H0G0O0H0F0O
p1	1DIch	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0Z0a0b0c0d0a0L0S0g0c000e0103020A040H0305060B05
p1	1DIci	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	090D020G0N0U0G0S0T0a0W0M0O0T000V0c0j0V0b0d0k0m0e0f0X0e
p1	1DIcj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0804010Z0a0b0F0a0c0U0V0T0G0N0O090M070N0W080V0A0X0Y0S0P000d020W0301090j08050t0BMI
p1	1DIck	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0F0D00070E08070M0L0S0Z0g0S0h0k0b0X0a0d0T0Q0C0J0B05090C010W
p1	1DIcl	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0C0F0J0e0d040f0K05060I0503020A03000L0108090G07090B0E
p1	1DIcm	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	050a0d070C080J090Q0A0W0k0X0Z0e0l0m0f0Y000f
p1	1DIcn	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0F0S0T0U010T0V0W0X0V050Y0C0X
p1	1DIco	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0C0Z050e0S0L0X0Q0J0M0S0N040O030P0E0R0L0T0g0a0Z07000807
