# p1	seed64	light	dark	winner	reason	2-char-actions
p1	1DIkI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0F0Z020a0e0T0X0Q0O0P000N0g0R0J0M0Q080C05060l0F0O0m0D0B04090A0G7B0U0B0K080H0D0S090C070q0N0V0A354D040b0H053u0IE60fA74p0E7E006S048D059p0JBK1PGT0H0B1hLe2Z9d0V0Q0OAT
p1	1DIkJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y090D0K0R0605040C0503020A030801000F070I0E0G0L0g0T0a0h0i0M0h080H0U0j0k0c0VDn7W2H0b0k
p1	1DIkK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	080j010h0i0b0U0E0b0F0700020G0M0H0F030N
p1	1DIkL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0I0T0W0P0O0A0Q0405060B05090P030201030A000801
p1	1DIkM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0H0M010O0V0L0O0A0G070c08090j020g0m0d0e0W0J0U0E0V0N0X0Q0T0b0X0U0l0i
p1	1DIkN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J0405060C05000L0709080A0F0B0M0E0T0G0a0F
p1	1DIkO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m0H040E0B0I0P0F0G0I0D0W000K0R0Y0K0X0f080Y0506
p1	1DIkP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y0i0m0f0e0Z050d0C0e0a0W010h030c0g0S0T0b000a
p1	1DIkQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	030b000Z0g0c0S070Z080G09020A090F0E0L0N070T010M
p1	1DIkR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	020e0b0G0E0100070809010A080i0F0H0L0U0S0a0Z040g
p1	1DIkS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	-	R	090l020i0j0k000g0h0a0m0Z0f0Y0R0X0Y0K0D0J0K060I050E0C0403010J070H0L0Q2ADp0B0T0p1k6W3E0I0800Ks0r03013F1c03013F1c
p1	1DIkT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0b0A090802090G01000907010F0Z0E0M0N0F0L0T0M040a0S0T0U0V0T0O0M050B030Y0H0W0A0V1N002V0V360X
p1	1DIkU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0j0e0c030201040502090G00090L0H0O0V0M0O
p1	1DIkV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0W0a0d0A0B0C040c0b0e0Z0g0f090B070D080I060P0C0k0B050Q0J0O0X000P0C0N0K010D
p1	1DIkW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Z07030A0H080A0O01090F0B080A020C0g0D0M0G050E0J0F0C0T040Q0X0H0M0P0F0S0L0N2l
p1	1DIkX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0h09080701080F0008020A010304090305060B05
p1	1DIkY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0I0a0e000k0406010B02030A0H0P0A090W0G0P0d0c050d
p1	1DIkZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	080R0M0E0F0G010F030H040I050J000K
p1	1DIk_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0h04010E0F0G080H0F0N0M0L0T0M0J0B050C030D000A
p1	1DIka	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	090302010500020G0H0I0A0H0N080A0G0O0U0H0V0d0W0Q0k040X0P030c020V0J0i0B0C060B070b
p1	1DIkb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0B06040M0P0I0H050J020I030W0401000801
p1	1DIkc	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	050Z0Q0e0X0C0l0702080309040B000A0G0D090F060H0J0e0C0a010b0E0c3a0d1V0f29
p1	1DIkd	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y0X0W0B0D0605040C050A0302010002070Z0F0a080b090k0B0G0H0c090G0K090N0U0M1v
p1	1DIke	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0001070E0L0S0E0T0Z0U0S0g0M0F0m0a0h0i0c0V0h0j0b020a
p1	1DIkf	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J090C0e0d040f0S05060I0503020A030801000F070M08090G0N0B0G0D0E
p1	1DIkg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020c0U0b0i090b0a0N0b0G0Z0g0d0h0e0T090a070801000F0M010F030E0207
p1	1DIkh	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	000S0T0U0V0M0T0N0F0U0O0P0T0M0O060Q0I0H0L0J0G030B0A090c0A05040C05
p1	1DIki	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0J0B0207090G0N0U0A0G0C0S050X000T0Q0V040W0e0Y0X0l0d0k0m0f0d0c03011M0i0j0c2u020c
p1	1DIkj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0g0Y0S0Z0a0b000a030U0V0W0X0P0V0T0A0W0H0X0V0O0N0G0F0N
p1	1DIkk	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0a0G000E0F08010M0T08070M0S0F0L0H0E0h0b0i0g0U0Z
p1	1DIkl	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0T0D08090A000102030109040F0305060B05
p1	1DIkm	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0G0a0e000401050C0J0Q060C0X020J030C0Q0R0l0m0K0D0Y0I0W0f0X0Y0K0P070Q
p1	1DIkn	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0U0c0b0a020b0i090G0b0Z0V0W070d0V04030B090I0508040A0H090A0O0g0k0e0N0d0f010P3J022I0G080E0C000H0h4I0S4y1F0O0b0DBs092e0OEb0F090G2U0EIV009Z0a0T0G7u09IP02080104CQ6JU9Bo8l03AG
p1	1DIko	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0L0h0g0S0Z00020S0E0T0a0U0M0V030T0N0F0b0W0U0G090H0G0X0a
p1	1DIkp	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y0N0R0C0D0K0B0J040C0I0H0P0I0002070S080M010G030L
p1	1DIkq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0O0c0H0Z0A0a0V0b0j0d0c030P0006010209080F09
p1	1DIkr	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	050K0J0I0C0J0Q0D0J0B0H0C0A09030A070001020801
p1	1DIks	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	090J020G0N0E0G0U0M0T0F0S0a0V0T0h0b0i0U0g0L0c0d0j010k0f0W0Y0l2I0cCh0IHx0D2P0C7t
p1	1DIkt	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0U0i0g06000E0F0G0H0F03050A020109080M0O0I0V0H0B040C0B
p1	1DIku	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020J090G0N0E0G0U0M0T0F0S0a0V0T0h0b0i0U0g0L0c0d0j010k0f0W0Y0l2I0cCh0IHx0D2P0C7t
p1	1DIkv	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0W02040I0E030007080P0L0105090C080J0K0Q0J0O0A060B
p1	1DIkw	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Q0f0a0002010903050C0208060A0J090C0X0P0W0d0H0W0V0I0W0e0k0O0d0m0e0Y0G0f040R
p1	1DIkx	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V0M0O03020104020A050B04060I0C0B0J0K0D0J0R000C0K0Q0B0J0P0H0U0T0I0F0J
p1	1DIky	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0c0d0V0b0i0c0j0Z0c030001070204050F040N060M080E090O
p1	1DIkz	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0W0B0700010203010A040C0305060B05
