# state	action	visits	wins	losses	draws
2D6B0mO.1C8G1mX1a.1.1.L.0.-.-.0.D.Q	0g	1	1	0	0
2D6B0mO.C8G1mX1a.1.2.D.0.-.-.0.L.P	0m	1	0	1	0
2G0022K0.FW00000.8.9.D.0.-.-.0.L.B	0T	1	1	0	0
2G0022K0.FWW0000.8.8.L.0.-.-.0.D.C	0g	1	0	1	0
2H000.D0000.B.B.D.0.-.-.0.L.7	0N	1	1	0	0
2H000.DW000.B.A.L.0.-.-.0.D.8	01	1	0	1	0
2H002.DW000.A.A.D.0.-.-.0.L.9	0L	1	1	0	0
2OE70u00.1u0G031W1.2.4.D.0.-.-.0.L.R	0i	1	1	0	0
2OE70u00.1y0G031W1.2.3.L.0.-.-.0.D.S	0g	1	0	1	0
2W0200.G00000.B.D.D.100000.-.-.1.L.5	0S	1	0	1	0
2W0200.GG0000.B.C.L.0.-.-.0.D.6	0U	1	1	0	0
2WG00085.1r0020000.8.8.D.0.-.-.0.L.D	0j	1	1	0	0
2WG00085.1z0020000.8.7.L.0.-.-.0.D.E	0N	1	0	1	0
2WG0A10.GW000043.8.9.D.0.-.-.0.L.B	09	1	1	0	0
2WG0A10.GW0000C3.8.8.L.0.-.-.0.D.C	0M	1	0	1	0
2WG0W085.1z0020000.7.7.D.0.-.-.0.L.F	0G	1	1	0	0
2WG0W085.1z0020G00.7.6.L.0.-.-.0.D.G	0Z	1	0	1	0
2WG0W085.1z00I0G00.7.5.L.W00000.-.-.1.D.I	0a	1	0	1	0
2WGGA10.GW0000C3.7.8.D.0.-.-.0.L.D	0A	1	1	0	0
2WGGA10.GW0000S3.7.7.L.0.-.-.0.D.E	0H	1	0	1	0
2WGGA10.GW0100S3.7.6.L.W00.-.-.1.D.G	0m	1	0	1	0
2WGGg10.GW0000S3.6.7.D.0.-.-.0.L.F	0O	1	1	0	0
2WQ521.1001W21m.5.7.D.100000.-.-.1.L.H	0S	1	0	1	0
2WQ521.100HW21m.5.6.L.0.-.-.0.D.I	0U	1	1	0	0
2WQ521.120HW21m.5.5.L.100000.-.-.1.D.K	0Z	1	1	0	0
2Wm0W085.1z0020G00.6.6.D.0.-.-.0.L.H	0S	1	1	0	0
2X0001.G00008.A.C.D.100000.-.-.1.L.7	0X	1	0	1	0
2X0001.O00008.A.B.L.0.-.-.0.D.8	0c	1	1	0	0
2X0XKO.IC24.5.8.D.0.-.-.0.L.H	0N	1	0	1	0
2X0XKO.oC24.5.7.L.0.-.-.0.D.I	0P	1	1	0	0
2XG00885.1z41I0K00.6.2.L.W000.-.-.1.D.O	0b	1	0	1	0
2XG0W085.1z00I0G00.6.5.D.0.-.-.0.L.J	0c	1	1	0	0
2XG0W085.1z40I0G00.6.4.L.0.-.-.0.D.K	0L	1	0	1	0
2XG0W085.1z40I0K00.6.3.L.8000.-.-.1.D.M	0F	1	0	1	0
2XG0W885.1z40I0K00.5.3.D.0.-.-.0.L.N	0U	1	1	0	0
2XG0e085.1z40I0G00.5.4.D.0.-.-.0.L.L	0E	1	1	0	0
2Z0XKO.oC24.4.7.D.0.-.-.0.L.J	0G	1	0	1	0
2Z0XKO.oS24.4.6.L.0.-.-.0.D.K	0I	1	1	0	0
2Z1XKO.10oS24.3.5.L.0.-.-.0.D.M	0W	1	1	0	0
2Z1XKO.oS24.3.6.D.0.-.-.0.L.L	0U	1	0	1	0
2ZG00885.1z41I0K00.5.2.D.0.-.-.0.L.P	0N	1	1	0	0
2ZG00885.1z41IWK00.5.1.L.0.-.-.0.D.Q	0d	1	0	1	0
2_G00885.1z03JWK00.2.0.D.0.-.-.0.L.V	DX	1	1	0	0
2hG00885.1z01IWK00.4.2.D.4000000.-.-.1.L.R	0V	1	1	0	0
2hG00885.1z03IWK00.4.1.L.0.-.-.0.D.S	0c	1	0	1	0
2lG00885.1z03IWK00.3.1.D.0.-.-.0.L.T	0O	1	1	0	0
2lG00885.1z03JWK00.3.0.L.0.-.-.0.D.U	0e	1	0	1	0
2tG00885.1z07JW400.3.0.L.8000000.-.W.1.D.W	0M	1	0	1	0
2tG0G885.1v07pW400.2.0.L.0.-.T.0.D.Y	0L	1	0	1	0
2tG0G885.1z07JW400.2.0.D.0.-.W.0.L.X	Yw	1	1	0	0
2tG0O885.1v07pW400.1.0.D.0.-.T.0.L.Z	C6	1	1	0	0
30.400.C.D.D.0.-.-.0.L.3	0L	1	1	0	0
30.8400.C.C.L.0.-.-.0.D.4	00	1	0	1	0
3001WmOO.442G70W4.4.5.D.0.-.-.0.L.J	0Z	1	0	1	0
3001WmOO.44YG70W4.4.4.L.0.-.-.0.D.K	0j	1	1	0	0
300RAjm.E0sQ400E.0.0.D.0.-.-.0.L.d	1y	1	1	0	0
300RAjm.E0sU400C.0.0.L.0.-.Q.0.D.e	4T	1	0	1	0
300m43YG.G6k0n010.4.3.L.100000.-.-.1.D.S	0a	1	0	1	0
301G43YG.G7k0H010.4.3.L.8000000.-.-.1.D.Q	0T	1	0	1	0
301m43YG.G6k0H010.3.4.D.1000000.-.-.1.L.R	0N	1	1	0	0
30WqQC.SW0843.3.6.D.0.-.-.0.L.L	0M	1	0	1	0
30WqQC.SWG843.3.5.L.0.-.-.0.D.M	0L	1	1	0	0
30eqQC.SW0843.2.6.D.G000.-.-.1.L.N	0O	1	0	1	0
30eqQC.SX0843.2.5.L.0.-.-.0.D.O	0P	1	1	0	0
31.8400.B.C.D.0.-.-.0.L.5	0K	1	1	0	0
31.C400.B.B.L.0.-.-.0.D.6	0H	1	0	1	0
310m43YG.G6k0n010.3.3.D.0.-.-.0.L.T	0O	1	1	0	0
310m43YG.G6k1n010.3.2.L.0.-.-.0.D.U	0E	1	0	1	0
310m47YG.G6k1n010.2.2.D.0.-.-.0.L.V	00	1	1	0	0
310m47YG.G6k1n011.2.1.L.0.-.-.0.D.W	0F	1	0	1	0
310m4FYG.G6k1X011.1.2.D.G000.-.-.1.L.X	01	1	1	0	0
310m4FYG.G6k1X013.1.1.L.0.-.-.0.D.Y	0L	1	0	1	0
310mCFWC.6E1WmD3.0.0.L.0.3.G.0.D.i	2y	1	0	1	0
310mCFWC.G6E1WWD3.0.0.D.0.3.8.0.L.h	aF	1	1	0	0
310mCFY0.G6E1WW9B.1.0.L.G00.-.9.1.D.e	02	1	0	1	0
310mCFY0.G6k1WW1B.1.0.L.4.2.3.1.D.c	0G	1	0	1	0
310mCFY4.G6E1WW9B.0.0.D.0.-.9.0.L.f	3C	1	1	0	0
310mCFY4.G6E1WWD3.0.0.L.0.-.8.0.D.g	6B	1	0	1	0
310mCFY4.G6k1XW13.0.0.D.0.2.-.0.L.b	Ec	1	1	0	0
310mCFYG.G6k1X013.0.1.D.0.-.-.0.L.Z	0H	1	1	0	0
310mCFYG.G6k1XW13.0.0.L.0.-.-.0.D.a	3t	1	0	1	0
310mCVY0.G6k1WW1B.0.0.D.0.-.3.0.L.d	Rj	1	1	0	0
31GbWm.i00I02GD.4.4.L.G0000000.-.-.1.D.M	0Q	1	1	0	0
31aQC6.4040O5ZX.2.3.D.0.-.-.0.L.N	0b	1	0	1	0
31aQC6.4240O5ZX.2.2.L.0.-.-.0.D.O	0T	1	1	0	0
32Z631WO.1y00WGmO7.0.0.D.0.h.-.0.L.Z	28	1	1	0	0
32Z631WO.1y40WGmO5.0.0.L.0.h.c.0.D.a	FA	1	0	1	0
32eqQC.SW0843.1.6.D.10000.-.-.1.L.P	0M	1	0	1	0
32eqQC.SWG843.1.5.L.0.-.-.0.D.Q	0c	1	1	0	0
35GbWm.i00G02GD.3.5.D.20000.-.-.1.L.N	0N	1	0	1	0
35GbWm.i00GW2GD.3.4.L.0.-.-.0.D.O	0G	1	1	0	0
35GrWm.i00G02GD.2.5.D.W000.-.-.1.L.P	0k	1	0	1	0
35GrWm.y00G02GD.2.4.L.0.-.-.0.D.Q	0I	1	1	0	0
35HrWm.-00G02GD.1.3.L.0.-.-.0.D.S	0m	1	1	0	0
35HrWm.y00G02GD.1.4.D.0.-.-.0.L.R	0h	1	0	1	0
380G43YG.G7g0H010.4.4.D.0.-.-.0.L.N	0T	1	1	0	0
380G43YG.G7gWH010.4.3.L.0.-.-.0.D.O	0U	1	0	1	0
381G43YG.G7g0H010.3.4.D.W0000.-.-.1.L.P	0W	1	1	0	0
38M.18s0.8.8.D.0.-.-.0.L.D	0N	1	1	0	0
38M.X8s0.8.7.L.0.-.-.0.D.E	0K	1	0	1	0
3AZ621WO.1y00WGmO5.0.1.D.4000000.d.c.1.L.b	0I	1	1	0	0
3AZ621WO.1y00WHmO5.0.0.L.0.d.-.0.D.c	KU	1	0	1	0
3B70W4S0.1u00E500V.1.0.L.W0.A.4.1.D.y	0G	1	0	1	0
3B70W4y0.1u00E5W0F.0.0.D.0.A.-.0.L.x	Ds	1	1	0	0
3B70WKS0.1u00E500V.0.0.D.0.-.4.0.L.z	GG	1	1	0	0
3B70e4C0.1u00E5WGB.1.0.L.4.2.3.1.D.u	0B	1	0	1	0
3B70e4C4.1u00E5WI3.0.0.D.0.2.-.0.L.t	6B	1	1	0	0
3B70e4i0.1u00E5W0B.0.1.D.G0.-.3.1.L.v	02	1	1	0	0
3B70e4i0.1u00E5W0F.0.0.L.0.-.-.0.D.w	H0	1	0	1	0
3B70e542.1u00E5mI1.0.0.L.0.L.Q.0.D.q	1h	1	0	1	0
3B70e542.1y00A5mI1.0.0.D.0.L.7.0.L.p	Yt	1	1	0	0
3B70e5C0.1u00E5WI1.0.1.D.G00.9.Q.1.L.r	01	1	1	0	0
3B70e5C0.1u00E5WI3.0.0.L.0.9.-.0.D.s	9_	1	0	1	0
3BZ021WI.1y00g1m85.1.0.L.40000.1.R.1.D.g	0W	1	0	1	0
3BZ421WI.1y00Y1mO5.0.0.D.0.1.P.0.L.f	8s	1	1	0	0
3BZ421WO.1y00WHmO5.0.0.D.0.a.-.0.L.d	I0	1	1	0	0
3BZ421WO.1y00Y1mO5.0.0.L.0.a.P.0.D.e	35	1	0	1	0
3Bd001WI.1y00g5m81.1.0.L.2000.-.K.1.D.i	0N	1	0	1	0
3Bd021WI.1y00g1m85.0.0.D.0.-.R.0.L.h	2d	1	1	0	0
3Bd0W1WI.1y00A5u81.0.0.L.0.-.F.0.D.k	9Q	1	0	1	0
3Bd0W1WI.1y00g5m81.0.0.D.0.-.K.0.L.j	ND	1	1	0	0
3Bd0W50I.1y00A5u81.0.0.D.0.E.F.0.L.l	7q	1	1	0	0
3Bd0W50I.1y00A5uG1.0.0.L.0.E.A.0.D.m	3z	1	0	1	0
3Bd0W542.1y00A5mI1.0.0.L.0.8.7.0.D.o	Rv	1	0	1	0
3Bd0W542.1y00A5uG1.0.0.D.0.8.A.0.L.n	CN	1	1	0	0
3G0022K0.FWW0000.7.8.D.0.-.-.0.L.D	0S	1	1	0	0
3G0022K0.FWm0000.7.7.L.0.-.-.0.D.E	0j	1	0	1	0
3HEXGu0W.1y0G031WF.0.0.D.0.5.-.0.L.b	AH	1	1	0	0
3HEXGu0W.1y0G070WF.0.0.L.0.5.K.0.D.c	Cd	1	0	1	0
3HEXmm0W.1y0G070WF.0.0.D.0.N.K.0.L.d	Qt	1	1	0	0
3HEbGu00.1y0G031W7.0.1.D.0.T.-.0.L.Z	03	1	1	0	0
3HEbGu00.1y0G031WF.0.0.L.0.T.-.0.D.a	Km	1	0	1	0
3OE70u00.1y0G031W1.1.3.D.0.-.-.0.L.T	0T	1	1	0	0
3OE70u00.1y0GW31W1.1.2.L.0.-.-.0.D.U	0M	1	0	1	0
3OE7Gu00.1y0GW31W1.0.2.D.0.-.-.0.L.V	01	1	1	0	0
3OE7Gu00.1y0GW31W3.0.1.L.0.-.-.0.D.W	KU	1	0	1	0
3PE5Gu00.1y0G031W3.0.2.D.W0000.a.-.1.L.X	02	1	1	0	0
3PE5Gu00.1y0G031W7.0.1.L.0.a.-.0.D.Y	V5	1	0	1	0
3W0200.GG0000.A.C.D.0.-.-.0.L.7	06	1	0	1	0
3W0200.GG0010.A.B.L.0.-.-.0.D.8	0K	1	1	0	0
3W4200.GG0010.9.B.D.0.-.-.0.L.9	02	1	0	1	0
3W4200.GG0014.9.A.L.0.-.-.0.D.A	04	1	1	0	0
3W420G.GG0014.8.A.D.0.-.-.0.L.B	03	1	0	1	0
3W420G.GG001C.8.9.L.0.-.-.0.D.C	05	1	1	0	0
3W420m.GG001C.7.9.D.0.-.-.0.L.D	00	1	0	1	0
3W420m.GG001D.7.8.L.0.-.-.0.D.E	0O	1	1	0	0
3WQ521.100HW21m.4.6.D.0.-.-.0.L.J	0b	1	0	1	0
3X0mCFW8.6E1WmD3.0.0.D.0.f.G.0.L.j	5v	1	1	0	0
3X420m.GG001D.6.8.D.0.-.-.0.L.F	0X	1	0	1	0
3X420m.OG001D.6.7.L.0.-.-.0.D.G	0H	1	1	0	0
3X4Y0m.OG001D.5.7.D.0.-.-.0.L.H	01	1	0	1	0
3X4Y0m.OG001F.5.6.L.0.-.-.0.D.I	0B	1	1	0	0
3X4YWm.OG001F.4.6.D.0.-.-.0.L.J	0N	1	0	1	0
3X4YWm.OGW01F.4.5.L.0.-.-.0.D.K	0G	1	1	0	0
3X4oWm.OG001F.3.6.D.W000.-.-.1.L.L	0P	1	0	1	0
3X4oWm.OI001F.3.5.L.0.-.-.0.D.M	0N	1	1	0	0
3XaQC6.424085ZX.1.3.D.G000.-.-.1.L.P	0a	1	0	1	0
3XaQC6.434085ZX.1.2.L.0.-.-.0.D.Q	0M	1	1	0	0
3XaoWm.OI001F.2.5.D.0.-.-.0.L.N	0A	1	0	1	0
3XaoWm.OI00HF.2.4.L.0.-.-.0.D.O	09	1	1	0	0
3Xaoem.OI001F.1.5.D.G0.-.-.1.L.P	0C	1	0	1	0
3Xaoem.OI011F.1.4.L.0.-.-.0.D.Q	0A	1	1	0	0
3Xaoum.OI011F.0.4.D.0.-.-.0.L.R	07	1	0	1	0
3Xaoum.OI013F.0.3.L.0.-.-.0.D.S	BI	1	1	0	0
3XqQC2.4B4G85ZX.1.0.L.4000000.c.-.1.D.U	0l	1	1	0	0
3XqQC6.434085ZX.0.2.D.0.-.-.0.L.R	0S	1	0	1	0
3XqQC6.434G85ZX.0.1.L.0.-.-.0.D.S	2v	1	1	0	0
4.0.D.E.D.0.-.-.0.L.1	0A	1	1	0	0
4.G0.D.D.L.0.-.-.0.D.2	09	1	0	1	0
4.K0.D.C.L.80.-.-.1.D.4	0C	1	0	1	0
40.0.D.E.D.0.-.-.0.L.1	0N	1	1	0	0
40.0.D.E.D.0.-.-.0.L.1	0Y	1	0	1	0
40.G00000.D.D.L.0.-.-.0.D.2	01	1	1	0	0
40.W000.D.D.L.0.-.-.0.D.2	06	1	0	1	0
400.0.D.E.D.0.-.-.0.L.1	0L	1	0	1	0
400.0.D.E.D.0.-.-.0.L.1	0P	1	0	1	0
400.0.D.E.D.0.-.-.0.L.1	0S	1	0	1	0
400.0.D.E.D.0.-.-.0.L.1	0U	1	1	0	0
400.100000.D.D.L.0.-.-.0.D.2	01	1	0	1	0
400.20000.D.D.L.0.-.-.0.D.2	0L	1	1	0	0
400.8000.D.D.L.0.-.-.0.D.2	0S	1	1	0	0
400.G0000.D.D.L.0.-.-.0.D.2	0U	1	1	0	0
4000.0.D.E.D.0.-.-.0.L.1	0X	1	0	1	0
4000.800000.D.D.L.0.-.-.0.D.2	0M	1	1	0	0
40000.0.D.E.D.0.-.-.0.L.1	0H	1	0	1	0
40000.0.D.E.D.0.-.-.0.L.1	0X	1	1	0	0
40000.800000.D.D.L.0.-.-.0.D.2	0e	1	0	1	0
40000.W00.D.D.L.0.-.-.0.D.2	0J	1	1	0	0
400000.0.D.E.D.0.-.-.0.L.1	0J	1	1	0	0
400000.0.D.E.D.0.-.-.0.L.1	0g	1	0	1	0
400000.10000000.D.D.L.0.-.-.0.D.2	0d	1	1	0	0
400000.2000.D.D.L.0.-.-.0.D.2	0P	1	0	1	0
4000000.0.D.E.D.0.-.-.0.L.1	0E	1	0	0	1
4000000.0.D.E.D.0.-.-.0.L.1	0W	1	0	1	0
4000000.400.D.D.L.0.-.-.0.D.2	0j	1	0	0	1
4000000.400000.D.D.L.0.-.-.0.D.2	0j	1	1	0	0
4000842.1W04000.A.B.D.0.-.-.0.L.7	07	1	0	1	0
4000842.1W04020.A.A.L.0.-.-.0.D.8	09	1	1	0	0
40008C2.1W04020.9.A.D.0.-.-.0.L.9	0U	1	0	1	0
40008C2.1X04020.9.9.L.0.-.-.0.D.A	0j	1	1	0	0
4000mP1y.1G10804E3.3.4.D.0.-.-.0.L.N	0j	1	0	1	0
4000mP1y.1O10804E3.3.3.L.0.-.-.0.D.O	0H	1	1	0	0
4000mv1y.1O10804E3.2.3.D.0.-.-.0.L.P	0A	1	0	1	0
4000mv1y.1O10804U3.2.2.L.0.-.-.0.D.Q	0U	1	1	0	0
40010000.G0000000.C.D.D.0.-.-.0.L.3	0H	1	0	1	0
40010000.G0000W00.C.C.L.0.-.-.0.D.4	0j	1	1	0	0
400402.H00000.B.C.D.0.-.-.0.L.5	0X	1	1	0	0
400402.P00000.B.B.L.0.-.-.0.D.6	07	1	0	1	0
400422.P00000.A.B.D.0.-.-.0.L.7	0V	1	1	0	0
400F7E70.aI00nOF.0.1.D.0.-.-.0.L.V	0U	1	1	0	0
400F7E70.aJ00nOF.0.0.L.0.-.-.0.D.W	FH	1	0	1	0
400G00n8.604300.8.9.D.0.-.-.0.L.B	00	1	0	1	0
400G00n8.604301.8.8.L.0.-.-.0.D.C	0I	1	1	0	0
400G10n8.604301.7.8.D.0.-.-.0.L.D	0J	1	0	1	0
400G10n8.606301.7.7.L.0.-.-.0.D.E	0H	1	1	0	0
400G1Wn8.606301.6.7.D.0.-.-.0.L.F	0O	1	0	1	0
400G1Wn8.616301.6.6.L.0.-.-.0.D.G	0L	1	1	0	0
400G9Wn8.616301.5.6.D.0.-.-.0.L.H	0P	1	0	1	0
400G9Wn8.636301.5.5.L.0.-.-.0.D.I	0G	1	1	0	0
400G9mn8.636301.4.5.D.0.-.-.0.L.J	04	1	0	1	0
400G9mn8.63630H.4.4.L.0.-.-.0.D.K	02	1	1	0	0
400G9mnC.2063630H.3.3.L.0.-.-.0.D.M	0g	1	1	0	0
400G9mnC.63630H.3.4.D.0.-.-.0.L.L	0h	1	0	1	0
4010WO6.1m000O.7.9.D.200000.-.-.1.L.D	0j	1	0	1	0
4010WO6.801m000O.7.8.L.0.-.-.0.D.E	0W	1	1	0	0
4010mv1y.1O10804U3.1.2.D.0.-.-.0.L.R	0b	1	0	1	0
4010mv1y.1O30804U3.1.1.L.0.-.-.0.D.S	0l	1	1	0	0
402.100000.C.D.D.0.-.-.0.L.3	0Y	1	1	0	0
402.H00000.C.C.L.0.-.-.0.D.4	0W	1	0	1	0
4043mmOO.qYq6207.2.0.L.8800000.W.e.2.D.a	0F	1	1	0	0
4043muOO.qYq6207.1.0.D.0.-.e.0.L.b	1L	1	0	1	0
4043muOO.rYq6206.1.0.L.0.-.a.0.D.c	0d	1	1	0	0
40900G.10000.A.D.D.20000.-.-.1.L.7	0B	2	2	0	0
40900G.100W0.A.C.L.0.-.-.0.D.8	0g	2	0	2	0
40G8C210.1W000o0W0.7.8.D.0.-.-.0.L.F	0I	1	1	0	0
40G8C210.1W000p0W0.7.7.L.0.-.-.0.D.G	0V	1	0	1	0
40I8C210.1W000p0W0.6.7.D.0.-.-.0.L.H	07	1	1	0	0
40I8C210.1W000p0Y0.6.6.L.0.-.-.0.D.I	0G	1	0	1	0
40I8C210.1W000p0g0.6.5.L.G00.-.-.1.D.K	0b	1	0	1	0
40I8CI10.1W000p0Y0.5.6.D.0.-.-.0.L.J	09	1	1	0	0
40WGC2.210000T.8.8.D.0.-.-.0.L.F	0c	1	1	0	0
40WGC2.610000T.8.7.L.0.-.-.0.D.G	0V	1	0	1	0
410.800.C.D.D.0.-.-.0.L.3	0L	1	0	1	0
410.8800.C.C.L.0.-.-.0.D.4	0S	1	1	0	0
410842.1W8100.9.A.D.0.-.-.0.L.9	0M	1	1	0	0
410842.1WO100.9.9.L.0.-.-.0.D.A	05	1	0	1	0
41084Y.1WO100.8.9.D.0.-.-.0.L.B	0J	1	1	0	0
41084Y.1WQ100.8.8.L.0.-.-.0.D.C	0P	1	0	1	0
410WO6.803m000O.7.7.L.4000000.-.-.1.D.G	0J	1	1	0	0
4110.80000G.B.C.L.0.-.-.0.D.6	05	1	0	1	0
4110.G.B.D.D.200.-.-.1.L.5	0X	1	1	0	0
411W.80000G.A.C.D.0.-.-.0.L.7	0Y	1	1	0	0
411W.O0000G.A.B.L.0.-.-.0.D.8	0S	1	0	1	0
412WO6.803m000O.6.7.D.0.-.-.0.L.H	0Q	1	0	1	0
412WO6.803q000O.6.6.L.0.-.-.0.D.I	0X	1	1	0	0
414W0.1W00G.A.B.D.0.-.-.0.L.7	0Y	1	1	0	0
414W0.G1W00G.A.A.L.0.-.-.0.D.8	08	1	0	1	0
414a0.G1W00G.9.A.D.0.-.-.0.L.9	00	1	1	0	0
414a0.G1W00H.9.9.L.0.-.-.0.D.A	0P	1	0	1	0
42.100.C.D.D.0.-.-.0.L.3	0L	1	1	0	0
42.2000.C.D.D.0.-.-.0.L.3	0T	1	0	1	0
42.8100.C.C.L.0.-.-.0.D.4	0F	1	0	1	0
42.G00000.C.D.D.0.-.-.0.L.3	0T	1	0	1	0
42.GW0000.C.C.L.0.-.-.0.D.4	0V	1	1	0	0
42.W2000.C.C.L.0.-.-.0.D.4	0M	1	1	0	0
42.W2800.C.B.L.G000.-.-.1.D.6	0S	1	1	0	0
42000.W00.C.D.D.0.-.-.0.L.3	0Z	1	0	1	0
42000.W00W00.C.C.L.0.-.-.0.D.4	0X	1	1	0	0
420000.2000.C.D.D.0.-.-.0.L.3	0K	1	1	0	0
420000.6000.C.C.L.0.-.-.0.D.4	0I	1	0	1	0
420000.6W00.C.B.L.1000.-.-.1.D.6	0F	1	0	1	0
4203.DW000.A.A.D.0.-.-.0.L.9	0Y	1	1	0	0
4203.GDW000.A.9.L.0.-.-.0.D.A	0P	1	0	1	0
420800.6W00.B.B.D.0.-.-.0.L.7	0B	1	1	0	0
420800.6WW0.B.A.L.0.-.-.0.D.8	0I	1	0	1	0
421000.6000.B.C.D.0.-.-.0.L.5	0H	1	1	0	0
421003.Du000.9.8.D.0.-.-.0.L.D	04	1	1	0	0
421003.Du00G.9.7.L.0.-.-.0.D.E	0g	1	0	1	0
421800.6WW0.A.A.D.0.-.-.0.L.9	04	1	1	0	0
421800.6WWG.A.9.L.0.-.-.0.D.A	0h	1	0	1	0
421GmEJ.400G8CHi.2.4.D.0.-.-.0.L.N	0j	1	0	1	0
421GmEJ.C00G8CHi.2.3.L.0.-.-.0.D.O	0l	1	1	0	0
421muOCX.3bpU.0.1.D.0.T.-.0.L.V	0D	1	0	1	0
421muOCX.3dpU.0.0.L.0.T.-.0.D.W	59	1	1	0	0
422.R00000.B.A.L.400000.-.-.1.D.8	0L	1	0	1	0
42336m.e0000WP7.4.5.L.G0000000.-.-.1.D.M	0m	1	1	0	0
42GB4x10.1W8C030-6.1.0.L.40000.H.X.1.D.g	03	1	0	1	0
42GB4x18.1W8C030k6.0.1.D.G0.-.X.1.L.h	0Q	1	1	0	0
42GB4x18.1W8C430k6.0.0.L.0.-.-.0.D.i	3E	1	0	1	0
42GB4xH0.1W8C430E6.0.1.D.W0.A.-.1.L.j	0e	1	1	0	0
42GB4xH0.1WOC430E6.0.0.L.0.A.-.0.D.k	Lw	1	0	1	0
42GDCV10.1W040H0-7.0.1.D.20000.O.-.1.L.b	0d	1	1	0	0
42GDCV10.1W840H0-7.0.0.L.0.O.-.0.D.c	HF	1	0	1	0
42GF4V10.1W84030-7.0.0.L.0.P.J.0.D.e	Bm	1	0	1	0
42GF4V10.1W840H0-7.0.0.D.0.P.-.0.L.d	Hw	1	1	0	0
42GF4x10.1W84030-7.0.0.D.0.H.J.0.L.f	1I	1	1	0	0
42H34x10.1WO8430k6.1.0.L.G0.U.B.1.D.m	05	1	0	1	0
42H34x1W.1WO8430k6.0.0.D.0.-.B.0.L.n	1i	1	1	0	0
42H34xH0.1WOC430E6.0.0.D.0.U.-.0.L.l	PS	1	1	0	0
42I8C210.1W000p0-0.5.3.L.800.-.-.1.D.O	0G	1	0	1	0
42I8C210.1W000p0g0.5.5.D.0.-.-.0.L.L	0A	1	1	0	0
42I8C210.1W000p0w0.5.4.L.0.-.-.0.D.M	0F	1	0	1	0
42I8CA10.1W000p0w0.4.4.D.0.-.-.0.L.N	08	1	1	0	0
42I8CI10.1W000p0-0.4.3.D.0.-.-.0.L.P	02	1	1	0	0
42I8CI10.1W000p0-4.4.2.L.0.-.-.0.D.Q	0F	1	0	1	0
42I8CQ10.1W000p0-4.3.2.D.0.-.-.0.L.R	01	1	1	0	0
42I8CQ10.1W000p0-6.3.1.L.0.-.-.0.D.S	0E	1	0	1	0
42I8CU10.1W000p0-6.2.1.D.0.-.-.0.L.T	00	1	1	0	0
42I8CU10.1W000p0-7.2.0.L.0.-.-.0.D.U	0C	1	0	1	0
42I8CV10.1W000p0-7.1.0.D.0.-.-.0.L.V	Io	1	1	0	0
42I8CV10.1W004J0-7.1.0.L.0.-.Q.0.D.W	0P	1	0	1	0
42I8CV10.1W040J0-7.1.0.L.20000.-.-.1.D.Y	0Q	1	0	1	0
42IACV10.1W000J0-7.0.1.D.40000.-.Q.1.L.X	0W	1	1	0	0
42ICCV10.1W040H0-7.0.1.D.2000.-.-.1.L.Z	0P	1	1	0	0
42ICCV10.1W042H0-7.0.0.L.0.-.-.0.D.a	Ou	1	0	1	0
42X0001.O00008.9.B.D.0.-.-.0.L.9	0W	1	0	1	0
42X0001.S00008.9.A.L.0.-.-.0.D.A	0U	1	1	0	0
42XmuOC1.3dpU.0.0.D.0.Z.-.0.L.X	1d	1	0	1	0
42XmuOC1.3dpy.0.0.L.0.Z.5.0.D.Y	0o	1	1	0	0
43084Y.1WQ100.7.8.D.0.-.-.0.L.D	0k	1	1	0	0
43084Y.G01WQ100.7.7.L.0.-.-.0.D.E	0G	1	0	1	0
430O4Y.G01WQ100.6.7.D.0.-.-.0.L.F	0b	1	1	0	0
430O4Y.G21WQ100.6.6.L.0.-.-.0.D.G	0H	1	0	1	0
430u4Y.G21WQ100.5.6.D.0.-.-.0.L.H	0c	1	1	0	0
430u4Y.G61WQ100.5.5.L.0.-.-.0.D.I	0E	1	0	1	0
430u4Y.G61WQ120.5.4.L.400.-.-.1.D.K	0V	1	0	1	0
430y4Y.G61WQ100.4.5.D.0.-.-.0.L.J	07	1	1	0	0
432eqQC.8SWG843.0.4.L.0.-.-.0.D.S	30	1	1	0	0
432eqQC.SWG843.0.5.D.0.-.-.0.L.R	0d	1	0	1	0
438M.G0X8s0.7.6.L.0.-.-.0.D.G	0R	1	0	1	0
438M.X8s0.7.7.D.0.-.-.0.L.F	0Y	1	1	0	0
43X0001.S00008.8.A.D.0.-.-.0.L.B	0G	1	0	1	0
43X0001.S00G08.8.9.L.0.-.-.0.D.C	0j	1	1	0	0
43XqQC2.434G85ZX.0.1.D.0.c.-.0.L.T	0d	1	0	1	0
4410WO6.801m000O.6.8.D.0.-.-.0.L.F	0V	1	0	1	0
4614a0.G0G1W02H.7.7.L.0.-.-.0.D.E	06	1	0	1	0
4614a0.G1W02H.7.8.D.0.-.-.0.L.D	0k	1	1	0	0
4614b0.G0G1W02H.6.7.D.0.-.-.0.L.F	0j	1	1	0	0
4614b0.O0G1W02H.6.6.L.0.-.-.0.D.G	05	1	0	1	0
4614bW.1u0G1W02H.5.4.L.W000000.-.-.1.D.K	0C	1	0	1	0
4614bW.O0G1W02H.5.6.D.0.-.-.0.L.H	0l	1	1	0	0
